"District","Ward","Village","Vaccination.Date","Dogs.Vaccinated","Cats.Vaccinated"
"Serengeti","Sedeco","Nyamburi",2017-06-22,311,15
"Serengeti","Nyansurura","Merenga",2017-06-23,163,2
"Serengeti","Ikoma","Park Nyigoti",2017-06-28,160,0
"Serengeti","Ikoma","Robanda",2017-06-28,65,2
"Serengeti","Manchira","Misseke",2017-06-29,262,1
"Serengeti","Manchira","Rwamchanga",2017-06-29,313,0
"Serengeti","Sedeco","Bonchugu",2017-07-03,432,6
"Serengeti","Kisangura","Kebosongo",2017-07-03,326,8
"Serengeti","Manchira","Bwitengi",2017-09-08,200,2
"Serengeti","Geitasamo","Kegonga",2017-09-12,140,6
"Serengeti","Mugumu","Matare",2017-09-12,383,14
"Serengeti","Kyambahi","Nyichoka",2017-09-12,495,17
"Serengeti","Nyansurura","Marasomoche",2017-09-13,223,3
"Serengeti","Nyansurura","Kitarungu",2017-09-14,282,0
"Serengeti","Machochwe","Machochwe",2017-09-15,370,2
"Serengeti","Nyamoko","Itununu",2017-09-18,310,17
"Serengeti","Nyamoko","Kerenero",2017-09-18,176,16
"Serengeti","Morotonga","Morotonga",2017-09-18,421,3
"Serengeti","Machochwe","Machochwe",2017-09-19,135,0
"Serengeti","Machochwe","Nyamakendo",2017-09-19,291,1
"Serengeti","Ring'wani","Kenyana",2017-09-20,159,10
"Serengeti","Mbalibali","Kitunguruma",2017-09-20,131,4
"Serengeti","Machochwe","Manyata",2017-09-20,135,0
"Serengeti","Mbalibali","Mbalibali",2017-09-20,358,0
"Serengeti","Kebanchebanche","Musati",2017-09-20,422,11
"Serengeti","Sedeco","Bisarara",2017-09-21,300,0
"Serengeti","Ring'wani","Kenyana",2017-09-21,474,26
"Serengeti","Mbalibali","Koreri",2017-09-21,255,6
"Serengeti","Ring'wani","Nyamitita",2017-09-21,380,9
"Serengeti","Nyamoko","Masangura",2017-09-22,340,9
"Serengeti","Nyamatare","Nyamatare",2017-09-22,160,10
"Serengeti","Kisaka","Borenga",2017-09-25,341,31
"Serengeti","Sedeco","Mbirikiri",2017-09-25,174,0
"Serengeti","Kisaka","Nyiboko",2017-09-25,250,6
"Serengeti","Kisaka","Buchanchari",2017-09-26,321,22
"Serengeti","Kisangura","Kibeyo",2017-09-26,439,3
"Serengeti","Kisangura","Kisangura",2017-09-26,479,18
"Serengeti","Kisaka","Nyansurumunti",2017-09-26,182,11
"Serengeti","Mbalibali","Tamkeri",2017-09-26,458,11
"Serengeti","Busawe","Gantamome",2017-09-27,229,10
"Serengeti","Mugumu","Mugumu",2017-09-27,989,23
"Serengeti","Kyambahi","Nyanungu",2017-09-27,221,10
"Serengeti","Busawe","Busawe",2017-09-28,200,10
"Serengeti","Majimoto","Iseresere",2017-09-28,296,17
"Serengeti","Majimoto","Majimoto",2017-09-29,417,24
"Serengeti","Majimoto","Nyamakobiti",2017-09-29,431,15
"Serengeti","Kenyamonta","Hekwe",2017-09-30,286,11
"Serengeti","Kenyamonta","Magatini",2017-09-30,103,6
"Serengeti","Kenyamonta","Mesaga",2017-09-30,388,13
"Serengeti","Kenyamonta","Kenyamonta",2017-10-01,353,3
"Serengeti","Kenyamonta","Nyagasense",2017-10-01,485,7
"Serengeti","Magange","Magange",2017-10-02,251,11
"Serengeti","Magange","Remung'orori",2017-10-02,335,7
"Serengeti","Magange","Masinki",2017-10-03,335,11
"Serengeti","Ring'wani","Ring'wani",2017-10-03,292,16
"Serengeti","Nyambureti","Gusuhi",2017-10-04,411,15
"Serengeti","Nyambureti","Nyambureti",2017-10-04,158,10
"Serengeti","Rigicha","Nyankomogo",2017-10-05,294,26
"Serengeti","Rigicha","Rigicha",2017-10-05,245,6
"Serengeti","Kebanchebanche","Kebanchebanche",2017-12-04,297,24
"Serengeti","Geitasamo","Nyamoko",2017-12-04,230,18
"Serengeti","Rung'abure","Nyamerama",2017-12-05,257,24
"Serengeti","Rung'abure","Rung'abure",2017-12-05,320,24
"Serengeti","Rung'abure","Gesarya",2017-12-06,307,4
"Serengeti","Kebanchebanche","Kebanchebanche",2017-12-07,173,14
"Serengeti","Nyamoko","Kwitete",2017-12-08,92,8
"Serengeti","Uwanja wa Ndege","Ngarawani",2017-12-08,217,7
"Serengeti","Nyamatare","Kemgesi",2017-12-13,445,16
"Serengeti","Nyamatare","Nyamatare",2017-12-13,206,5
"Serengeti","Nyambureti","Maburi",2017-12-14,377,23
"Serengeti","Mosongo","Nyamatoke",2017-12-14,310,8
"Serengeti","Nyambureti","Kerukerege",2017-12-28,142,13
"Serengeti","Nyambureti","Monuna",2017-12-28,216,10
"Serengeti","Rigicha","Wagete",2017-12-28,259,9
"Serengeti","Issenye","Iharara",2018-08-15,201,7
"Serengeti","Rigicha","Kitembere",2018-08-16,174,3
"Serengeti","Issenye","Nyamasingisi",2018-08-16,274,4
"Serengeti","Natta","Kono",2018-08-17,73,2
"Serengeti","Issenye","Nyiberekera",2018-08-20,229,7
"Serengeti","Issenye","Singisi",2018-08-20,185,4
"Serengeti","Natta","Mbisso",2018-08-21,207,10
"Serengeti","Natta","Makundusi",2018-08-23,540,10
"Serengeti","Mosongo","Kenokwe",2018-08-27,232,4
"Serengeti","Mosongo","Mosongo",2018-08-27,485,1
"Serengeti","Natta","Motukeri",2018-08-27,177,2
"Serengeti","Uwanja wa Ndege","Kyambahi",2018-08-29,115,4
"Serengeti","Kyambahi","Nyanungu",2018-08-29,221,4
"Serengeti","Kyambahi","Nyichoka",2018-08-29,335,9
"Serengeti","Kyambahi","Bokore",2018-08-30,115,2
"Serengeti","Uwanja wa Ndege","Burunga",2018-08-30,181,10
"Serengeti","Geitasamo","Kegonga",2018-08-31,118,3
"Serengeti","Geitasamo","Matare",2018-08-31,297,26
"Serengeti","Nyansurura","Marasomoche",2018-09-03,164,3
"Serengeti","Nyansurura","Kitarungu",2018-09-04,117,2
"Serengeti","Nyansurura","Nyansurura",2018-09-04,185,4
"Serengeti","Nyansurura","Merenga",2018-09-05,118,1
"Serengeti","Sedeco","Bisarara",2018-09-07,241,3
"Serengeti","Mbalibali","Tamkeri",2018-09-07,335,17
"Serengeti","Sedeco","Nyamburi",2018-09-10,356,13
"Serengeti","Machochwe","Machochwe",2018-09-12,273,6
"Serengeti","Machochwe","Manyata",2018-09-13,127,3
"Serengeti","Machochwe","Nyamakendo",2018-09-13,243,2
"Serengeti","Mbalibali","Kitunguruma",2018-09-14,136,2
"Serengeti","Mbalibali","Mbalibali",2018-09-14,386,4
"Serengeti","Kisangura","Kibeyo",2018-09-17,336,10
"Serengeti","Mbalibali","Koreri",2018-09-17,257,8
"Serengeti","Kisangura","Kisangura",2018-09-18,335,19
"Serengeti","Sedeco","Mbirikiri",2018-09-18,196,2
"Serengeti","Sedeco","Bonchugu",2018-09-19,378,6
"Serengeti","Kisangura","Kebosongo",2018-09-20,259,10
"Serengeti","Mugumu","Mugumu",2018-09-21,1062,33
"Serengeti","Ikoma","Park Nyigoti",2018-09-24,148,5
"Serengeti","Ikoma","Robanda",2018-09-24,31,0
"Serengeti","Manchira","Misseke",2018-09-25,290,0
"Serengeti","Manchira","Rwamchanga",2018-09-25,307,0
"Serengeti","Manchira","Bwitengi",2018-09-26,250,6
"Serengeti","Morotonga","Morotonga",2018-09-26,361,8
"Serengeti","Kisaka","Borenga",2019-07-09,336,4
"Serengeti","Kisaka","Nyiboko",2019-07-09,439,20
"Serengeti","Kisaka","Buchanchari",2019-07-10,485,20
"Serengeti","Kisaka","Nyansurumunti",2019-07-10,287,5
"Serengeti","Busawe","Gantamome",2019-07-11,218,6
"Serengeti","Busawe","Nyamehuru",2019-07-11,76,9
"Serengeti","Busawe","Busawe",2019-07-12,247,1
"Serengeti","Majimoto","Iseresere",2019-07-12,299,17
"Serengeti","Majimoto","Majimoto",2019-07-13,207,11
"Serengeti","Majimoto","Nyamakobiti",2019-07-13,270,3
"Serengeti","Kenyamonta","Hekwe",2019-07-14,117,3
"Serengeti","Kenyamonta","Magatini",2019-07-14,249,19
"Serengeti","Kenyamonta","Mesaga",2019-07-14,333,5
"Serengeti","Kenyamonta","Kenyamonta",2019-07-15,173,4
"Serengeti","Kenyamonta","Nyagasense",2019-07-15,392,13
"Serengeti","Magange","Magange",2019-07-16,227,9
"Serengeti","Magange","Remung'orori",2019-07-16,380,3
"Serengeti","Magange","Masinki",2019-07-17,340,11
"Serengeti","Ring'wani","Ring'wani",2019-07-17,340,11
"Serengeti","Nyamatare","Kemgesi",2019-07-20,390,13
"Serengeti","Nyamatare","Nyamatare",2019-07-20,166,4
"Serengeti","Nyambureti","Gusuhi",2019-07-21,194,5
"Serengeti","Nyambureti","Nyambureti",2019-07-21,97,10
"Serengeti","Rigicha","Nyankomogo",2019-07-22,67,3
"Serengeti","Rigicha","Rigicha",2019-07-22,118,4
"Serengeti","Nyambureti","Monuna",2019-07-23,163,6
"Serengeti","Rigicha","Wagete",2019-07-23,57,4
"Serengeti","Nyambureti","Kerukerege",2019-07-24,142,13
"Serengeti","Ring'wani","Kenyana",2019-07-25,307,13
"Serengeti","Kebanchebanche","Musati",2019-07-26,217,11
"Serengeti","Ring'wani","Nyamitita",2019-07-26,458,7
"Serengeti","Kebanchebanche","Sogoti",2019-07-26,67,8
"Serengeti","Kebanchebanche","Kebanchebanche",2019-07-29,301,19
"Serengeti","Rung'abure","Gesarya",2019-07-30,180,5
"Serengeti","Rung'abure","Rung'abure",2019-07-30,332,13
"Serengeti","Rung'abure","Nyamerama",2019-07-31,165,22
"Serengeti","Geitasamo","Nyamoko",2019-07-31,151,9
"Serengeti","Nyamoko","Itununu",2019-08-01,243,13
"Serengeti","Nyamoko","Kerenero",2019-08-01,109,8
"Serengeti","Nyamoko","Kwitete",2019-08-02,234,8
"Serengeti","Uwanja wa Ndege","Ngarawani",2019-08-02,242,8
"Serengeti","Nyamoko","Masangura",2019-08-03,303,6
"Serengeti","Nyamatare","Nyirongo",2019-08-03,151,4
"Serengeti","Nyambureti","Maburi",2019-08-21,263,3
"Serengeti","Mosongo","Nyamatoke",2019-08-21,230,5
"Serengeti","Nyansurura","Merenga",2019-09-20,77,1
"Serengeti","Issenye","Iharara",2019-09-23,329,15
"Serengeti","Issenye","Nyamasingisi",2019-09-23,246,7
"Serengeti","Rigicha","Kitembere",2019-09-24,151,2
"Serengeti","Natta","Kono",2019-09-24,72,0
"Serengeti","Issenye","Nyiberekera",2019-09-25,262,22
"Serengeti","Issenye","Singisi",2019-09-25,258,14
"Serengeti","Natta","Mbisso",2019-09-26,221,11
"Serengeti","Natta","Motukeri",2019-09-26,142,0
"Serengeti","Mugumu","Mugumu",2019-09-27,890,38
"Serengeti","Natta","Makundusi",2019-09-30,394,12
"Serengeti","Mosongo","Kenokwe",2019-10-02,161,8
"Serengeti","Kyambahi","Nyanungu",2019-10-02,209,7
"Serengeti","Mosongo","Mosongo",2019-10-03,366,13
"Serengeti","Kyambahi","Bokore",2019-10-04,105,0
"Serengeti","Kyambahi","Nyichoka",2019-10-04,219,9
"Serengeti","Uwanja wa Ndege","Burunga",2019-10-07,160,11
"Serengeti","Uwanja wa Ndege","Kyambahi",2019-10-07,117,1
"Serengeti","Geitasamo","Kegonga",2019-10-08,107,1
"Serengeti","Geitasamo","Matare",2019-10-08,237,16
"Serengeti","Nyansurura","Marasomoche",2019-10-09,105,0
"Serengeti","Machochwe","Machochwe",2019-10-10,224,15
"Serengeti","Nyansurura","Kitarungu",2019-10-11,81,1
"Serengeti","Nyansurura","Nyansurura",2019-10-11,126,8
"Serengeti","Machochwe","Manyata",2019-10-15,99,7
"Serengeti","Machochwe","Nyamakendo",2019-10-15,142,7
"Serengeti","Sedeco","Bisarara",2019-10-17,124,3
"Serengeti","Mbalibali","Tamkeri",2019-10-17,248,17
"Serengeti","Sedeco","Nyamburi",2019-10-18,159,15
"Serengeti","Mbalibali","Kitunguruma",2019-10-21,99,6
"Serengeti","Mbalibali","Mbalibali",2019-10-21,272,12
"Serengeti","Kisangura","Kibeyo",2019-10-22,214,11
"Serengeti","Mbalibali","Koreri",2019-10-22,191,18
"Serengeti","Ikoma","Park Nyigoti",2019-10-23,52,4
"Serengeti","Ikoma","Robanda",2019-10-23,93,0
"Serengeti","Kisangura","Kebosongo",2019-10-24,216,10
"Serengeti","Kisangura","Kisangura",2019-10-25,216,18
"Serengeti","Manchira","Bwitengi",2019-10-28,162,5
"Serengeti","Morotonga","Morotonga",2019-10-28,177,10
"Serengeti","Manchira","Misseke",2019-10-29,173,1
"Serengeti","Manchira","Rwamchanga",2019-10-29,183,0
"Serengeti","Sedeco","Bonchugu",2019-10-30,294,4
"Serengeti","Sedeco","Mbirikiri",2019-10-30,170,7
"Serengeti","Issenye","Iharara",2020-11-05,234,19
"Serengeti","Issenye","Nyamasingisi",2020-11-05,212,11
"Serengeti","Natta","Kono",2020-11-06,96,1
"Serengeti","Issenye","Nyiberekera",2020-11-09,169,30
"Serengeti","Issenye","Singisi",2020-11-09,197,27
"Serengeti","Natta","Mbisso",2020-11-10,258,25
"Serengeti","Natta","Motukeri",2020-11-10,168,8
"Serengeti","Natta","Makundusi",2020-11-11,300,21
"Serengeti","Kyambahi","Nyichoka",2020-11-12,220,28
"Serengeti","Uwanja wa Ndege","Burunga",2020-11-13,187,18
"Serengeti","Uwanja wa Ndege","Kyambahi",2020-11-13,98,5
"Serengeti","Manchira","Misseke",2020-11-16,125,8
"Serengeti","Manchira","Rwamchanga",2020-11-16,204,0
"Serengeti","Kisangura","Kebosongo",2020-11-17,206,17
"Serengeti","Kisangura","Kibeyo",2020-11-18,203,4
"Serengeti","Kisangura","Kisangura",2020-11-18,267,25
"Serengeti","Manchira","Bwitengi",2020-11-19,160,13
"Serengeti","Morotonga","Morotonga",2020-11-19,309,22
"Serengeti","Uwanja wa Ndege","Ngarawani",2020-11-20,158,2
"Serengeti","Kyambahi","Nyanungu",2020-11-20,137,8
"Serengeti","Geitasamo","Kegonga",2020-11-23,91,5
"Serengeti","Geitasamo","Matare",2020-11-23,294,20
"Serengeti","Mbalibali","Kitunguruma",2020-11-24,120,5
"Serengeti","Mbalibali","Koreri",2020-11-24,132,20
"Serengeti","Sedeco","Mbirikiri",2020-11-25,203,6
"Serengeti","Ikoma","Park Nyigoti",2020-11-26,94,7
"Serengeti","Ikoma","Robanda",2020-11-26,72,4
"Serengeti","Sedeco","Bonchugu",2020-11-27,292,8
"Serengeti","Sedeco","Nyamburi",2020-11-30,173,16
"Serengeti","Sedeco","Bisarara",2020-12-01,187,12
"Serengeti","Mbalibali","Tamkeri",2020-12-01,252,11
"Serengeti","Mbalibali","Mbalibali",2020-12-03,222,29
"Serengeti","Machochwe","Nyamakendo",2020-12-03,100,22
"Serengeti","Machochwe","Machochwe",2020-12-04,224,12
"Serengeti","Machochwe","Manyata",2020-12-04,89,10
"Serengeti","Kyambahi","Bokore",2020-12-08,75,3
"Serengeti","Nyansurura","Merenga",2020-12-09,115,1
"Serengeti","Nyansurura","Marasomoche",2020-12-10,134,1
"Serengeti","Mosongo","Kenokwe",2020-12-11,118,9
"Serengeti","Mosongo","Mosongo",2020-12-11,341,8
"Serengeti","Mugumu","Mugumu",2020-12-12,735,20
"Serengeti","Nyansurura","Kitarungu",2020-12-14,75,2
"Serengeti","Nyansurura","Nyansurura",2020-12-14,113,10
