Census.Date,Ward,Village.2002,Village,vitongoji,Adults,Children,dogs,vacc_dogs,pups,vacc_pups,cats,vacc_cats,kittens,vacc_kittens,humansTotal,dogsTotal
21/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,8,7,3,3,0,0,2,0,0,0,15,3
21/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,6,2,1,0,0,1,0,0,0,8,2
21/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,3,3,0,0,0,0,0,0,0,0,6,0
21/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,4,2,3,2,0,0,1,0,0,0,6,3
21/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,1,2,0,0,0,0,0,0,0,0,3,0
21/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,3,5,0,0,0,0,0,0,0,0,8,0
21/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,1,0,0,0,0,0,0,0,0,0,1,0
21/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,1,1,0,0,0,0,0,0,0,0,2,0
21/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,0,1,0,0,0,0,0,0,0,2,1
21/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,1,0,0,0,0,0,0,0,0,0,1,0
21/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,3,5,0,0,0,0,1,0,0,0,8,0
21/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,3,2,2,1,0,0,0,0,0,0,5,2
21/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,1,0,0,0,0,0,0,0,0,0,1,0
21/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,3,3,1,1,0,0,1,0,0,0,6,1
21/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,2,1,0,0,0,1,0,0,0,4,1
21/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,2,2,0,0,0,1,0,0,0,4,2
21/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,3,2,2,2,0,0,1,0,0,0,5,2
21/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,3,0,0,0,0,0,0,0,0,5,0
21/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,3,3,1,0,0,0,0,0,0,5,3
22/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,1,1,0,0,0,0,0,0,0,3,1
22/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,1,1,0,0,0,0,0,0,0,0,2,0
22/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,1,1,0,0,0,0,0,0,0,0,2,0
22/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,1,4,0,0,0,0,0,0,0,0,5,0
22/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,7,4,1,0,0,0,0,0,0,9,4
22/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,3,2,4,2,0,0,1,0,0,0,5,4
22/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,4,2,1,0,0,0,0,0,0,6,2
22/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,3,6,3,2,0,0,0,0,0,0,9,3
22/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,3,3,2,2,0,0,0,0,0,0,6,2
22/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,5,3,0,0,1,0,0,0,0,0,8,1
22/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,2,2,0,0,0,1,0,0,0,4,2
22/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,1,5,1,1,0,0,0,0,0,0,6,1
22/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,2,2,1,0,0,0,0,0,0,4,2
22/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,1,2,0,0,0,0,0,0,0,0,3,0
22/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,7,2,2,0,0,1,0,0,0,9,2
22/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,3,1,0,0,0,0,0,0,0,5,1
22/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,7,3,1,1,0,0,1,0,1,0,10,1
22/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,7,1,1,0,0,0,0,0,0,9,1
22/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,6,1,1,0,0,0,0,0,0,8,1
22/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,3,6,1,1,0,0,1,0,0,0,9,1
23/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,3,0,0,0,0,0,0,0,0,5,0
23/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,4,4,0,0,0,0,0,0,0,0,8,0
23/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,4,1,0,0,0,1,1,0,0,6,1
23/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,3,6,0,0,0,0,0,0,0,0,9,0
23/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,3,4,1,0,0,0,1,0,0,0,7,1
23/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,4,1,0,0,0,0,0,0,0,6,1
23/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,4,5,5,1,0,0,1,0,0,0,9,5
23/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,2,1,0,0,0,0,0,0,0,4,1
23/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,1,1,0,0,0,0,0,0,0,3,1
23/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,3,3,0,0,0,0,0,0,0,0,6,0
23/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,0,0,0,0,0,1,0,0,0,2,0
23/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,3,1,0,0,0,1,0,0,0,5,1
23/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,5,1,1,0,0,0,0,0,0,7,1
23/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,3,5,2,0,0,0,0,0,0,0,8,2
23/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,2,0,0,0,0,0,0,0,0,4,0
23/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,3,1,3,0,0,0,0,0,0,0,4,3
23/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,1,0,0,0,0,0,0,0,0,3,0
23/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,1,3,0,0,0,0,0,0,0,0,4,0
23/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,1,7,1,0,0,0,1,0,0,0,8,1
23/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,2,2,0,0,0,0,0,0,0,4,2
24/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,4,2,1,0,0,1,0,0,0,6,2
24/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,1,6,0,0,0,0,0,0,0,0,7,0
24/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,3,7,1,0,0,0,1,0,0,0,10,1
24/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,3,0,0,0,0,0,0,0,0,5,0
24/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,1,4,0,0,0,0,0,0,0,0,5,0
24/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,3,6,1,1,0,0,0,0,0,0,9,1
24/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,4,0,0,0,0,0,0,0,0,6,0
24/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,6,10,4,3,0,0,0,0,0,0,16,4
24/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,3,1,1,0,0,1,0,0,0,5,1
24/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,3,4,0,0,0,0,0,0,0,0,7,0
24/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,5,7,0,0,0,0,1,0,0,0,12,0
24/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,7,11,3,0,0,0,1,0,0,0,18,3
24/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,8,2,4,4,0,0,1,0,0,0,10,4
24/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,4,5,2,2,0,0,1,1,0,0,9,2
24/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,10,10,1,1,0,0,1,0,0,0,20,1
24/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,5,3,0,0,0,0,0,0,0,7,3
24/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,3,4,2,2,0,0,0,0,0,0,7,2
24/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,2,2,0,4,0,1,0,0,0,4,6
24/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,3,5,3,3,1,0,1,0,0,0,8,4
24/02/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,7,2,3,0,0,0,0,0,0,0,9,3
02/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,4,2,0,0,0,0,0,0,0,0,6,0
02/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,6,3,0,0,0,0,0,0,0,8,3
02/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,4,1,1,0,0,2,0,0,0,6,1
02/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,3,3,2,2,0,0,2,0,0,0,6,2
02/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,5,5,1,0,0,0,0,0,0,7,5
02/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,1,0,0,0,0,0,0,0,0,3,0
02/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,1,1,0,0,0,0,0,0,0,0,2,0
02/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,6,0,0,0,0,0,0,0,0,8,0
02/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,3,5,1,0,0,0,1,1,0,0,8,1
02/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,2,1,0,0,0,1,0,0,0,4,1
02/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,1,2,0,0,0,0,0,0,0,0,3,0
02/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,1,1,0,0,0,0,0,0,0,3,1
02/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,1,0,0,0,0,0,0,0,0,3,0
02/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,1,0,0,0,0,0,0,0,0,0,1,0
02/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,1,0,0,0,0,0,0,0,0,0,1,0
02/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,5,3,2,0,0,0,0,0,0,7,3
02/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,2,4,2,0,0,0,0,0,0,4,4
02/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,6,2,1,0,0,1,0,0,0,8,2
02/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,3,0,0,0,0,0,0,0,0,5,0
02/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,5,1,1,0,0,1,1,0,0,7,1
03/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,3,2,1,1,0,0,1,0,0,0,5,1
03/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,6,0,0,0,0,0,0,0,0,8,0
03/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,5,1,0,0,0,0,0,0,0,7,1
03/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,4,3,0,0,0,1,0,0,0,6,3
03/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,2,1,0,0,0,0,0,2,0,4,1
03/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,4,0,0,0,0,0,0,0,0,6,0
03/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,4,0,0,0,0,1,0,0,0,6,0
03/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,3,3,2,0,0,0,0,0,0,0,6,2
03/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,4,5,3,0,0,0,1,0,0,0,9,3
03/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,3,6,4,1,0,0,1,0,0,0,9,4
03/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,0,2,0,0,0,0,0,0,0,2,2
03/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,3,6,2,0,0,0,1,0,0,0,9,2
03/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,5,0,0,0,0,0,0,0,0,7,0
03/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,1,0,0,0,0,0,1,0,0,0,1,0
03/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,3,1,0,0,0,0,0,0,0,5,1
03/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,4,3,1,0,0,0,0,0,0,0,7,1
03/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,3,6,3,2,0,0,1,0,0,0,9,3
03/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,1,2,4,0,0,0,0,0,0,0,3,4
03/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,3,1,4,0,0,0,0,0,0,0,4,4
03/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,4,1,0,0,0,0,0,0,0,6,1
04/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,5,4,2,1,0,0,1,0,0,0,9,2
04/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,1,1,0,0,0,1,0,0,0,3,1
04/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,3,5,0,0,0,0,1,0,0,0,8,0
04/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,2,0,0,0,0,0,0,0,0,4,0
04/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,4,3,1,0,0,0,0,0,0,0,7,1
04/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,3,7,4,0,0,0,0,0,0,0,10,4
04/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,4,4,4,2,0,0,1,0,0,0,8,4
04/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,4,1,0,0,0,1,0,0,0,6,1
04/03/2011,Geitasamo,Matare,Stendi Kuu,Kyabakari,2,3,1,0,0,0,0,0,0,0,5,1
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,4,4,0,0,0,0,0,0,0,0,8,0
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,5,11,0,0,0,0,0,0,0,0,16,0
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,4,1,0,0,0,0,0,0,0,0,5,0
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,5,7,0,0,0,0,0,0,0,0,12,0
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,14,17,0,0,0,0,0,0,0,0,31,0
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,8,4,0,0,0,0,0,0,0,0,12,0
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,6,7,0,0,0,0,0,0,0,0,13,0
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,4,9,0,0,0,0,0,0,0,0,13,0
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,3,4,0,0,0,0,0,0,0,0,7,0
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,3,2,0,0,0,0,0,0,0,0,5,0
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,2,6,1,1,0,0,1,0,1,0,8,1
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,5,8,0,0,0,0,0,0,0,0,13,0
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,3,7,1,1,0,0,0,0,0,0,10,1
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,10,5,1,1,0,0,0,0,1,0,15,1
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,5,8,0,0,0,0,0,0,0,0,13,0
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,5,4,1,1,0,0,0,0,0,0,9,1
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,6,7,0,0,0,0,0,0,0,0,13,0
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,6,7,0,0,0,0,0,0,0,0,13,0
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,3,4,0,0,0,0,0,0,0,0,7,0
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,3,7,1,1,0,0,1,0,1,0,10,1
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,4,2,0,0,0,0,0,0,0,0,6,0
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,12,13,0,0,0,0,0,0,0,0,25,0
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,9,14,0,0,0,0,0,0,0,0,23,0
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,7,11,0,0,0,0,0,0,0,0,18,0
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,5,6,0,0,0,0,0,0,0,0,11,0
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,1,0,0,0,0,0,0,0,0,0,1,0
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,5,5,1,0,0,0,0,0,0,0,10,1
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,8,3,0,0,0,0,0,0,0,0,11,0
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,3,8,1,0,0,0,0,0,0,0,11,1
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,8,5,0,0,0,0,0,0,0,0,13,0
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,4,6,2,2,0,0,0,0,0,0,10,2
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,6,6,0,0,0,0,1,0,0,0,12,0
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,2,7,0,0,0,0,1,1,0,0,9,0
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,4,6,0,0,0,0,0,0,1,0,10,0
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,5,15,0,0,0,0,3,0,0,0,20,0
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,5,3,1,1,0,0,0,0,0,0,8,1
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,3,6,0,0,0,0,0,0,0,0,9,0
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,12,12,0,0,0,0,0,0,0,0,24,0
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,13,7,0,0,0,0,0,0,0,0,20,0
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,6,10,1,0,0,0,0,0,0,0,16,1
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,15,15,0,0,0,0,0,0,0,0,30,0
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,5,3,0,0,0,0,0,0,0,0,8,0
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,2,5,1,1,0,0,0,0,0,0,7,1
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,5,3,1,0,0,0,0,0,0,0,8,1
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,6,10,0,0,0,0,0,0,0,0,16,0
05/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,5,4,0,0,0,0,1,0,0,0,9,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,7,5,0,0,0,0,0,0,0,0,12,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,2,0,0,0,0,0,0,0,0,0,2,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,1,4,0,0,0,0,0,0,0,0,5,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,8,0,1,1,0,0,0,0,1,0,8,1
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,2,3,2,2,6,0,0,0,0,0,5,8
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,3,6,0,0,0,0,0,0,0,0,9,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,14,6,0,0,0,0,0,0,0,0,20,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,2,2,0,0,0,0,0,0,0,0,4,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,3,1,0,0,0,0,1,0,1,0,4,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,2,2,1,1,0,0,0,0,0,0,4,1
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,8,12,0,0,0,0,1,0,0,0,20,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,3,3,1,1,0,0,1,1,0,0,6,1
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,2,3,0,0,0,0,0,0,0,0,5,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,2,8,2,2,0,0,0,0,0,0,10,2
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,3,5,0,0,0,0,0,0,0,0,8,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,9,7,0,0,0,0,0,0,0,0,16,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,2,4,1,0,0,0,1,0,0,0,6,1
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,4,5,0,0,0,0,0,0,0,0,9,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,2,6,1,1,0,0,0,0,1,0,8,1
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,3,1,0,0,0,0,0,0,0,0,4,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,3,10,2,2,0,0,0,0,0,0,13,2
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,4,2,1,1,0,0,1,1,0,0,6,1
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,2,4,3,3,1,0,1,1,0,0,6,4
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,7,10,1,1,0,0,0,0,0,0,17,1
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,7,4,0,0,0,0,0,0,0,0,11,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,3,3,1,0,0,0,0,0,0,0,6,1
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,5,12,0,0,0,0,1,0,0,0,17,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,6,2,0,0,0,0,1,0,3,0,8,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,6,4,2,2,0,0,1,0,0,0,10,2
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,2,5,2,2,0,0,0,0,0,0,7,2
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,4,9,1,0,0,0,1,0,0,0,13,1
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,3,4,0,0,0,0,0,0,0,0,7,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,2,7,2,2,0,0,0,0,0,0,9,2
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,8,6,2,2,0,0,1,0,2,0,14,2
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,3,2,0,0,1,0,0,0,0,0,5,1
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,8,3,0,0,0,0,0,0,0,0,11,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,2,4,0,0,0,0,0,0,0,0,6,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,8,6,0,0,0,0,2,1,2,0,14,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,4,7,1,1,0,0,0,0,1,0,11,1
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,2,1,0,0,0,0,0,0,0,0,3,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,15,7,0,0,0,0,0,0,0,0,22,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,2,0,0,0,0,0,0,0,0,0,2,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,7,10,0,0,0,0,0,0,0,0,17,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,2,1,1,1,0,0,1,1,0,0,3,1
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,10,8,0,0,0,0,1,0,0,0,18,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,3,3,3,2,0,0,0,0,0,0,6,3
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,4,4,0,0,0,0,0,0,0,0,8,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,4,0,0,0,0,0,0,0,0,0,4,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,4,6,0,0,0,0,0,0,0,0,10,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,1,0,0,0,0,0,0,0,0,0,1,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,3,5,1,1,0,0,0,0,0,0,8,1
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,2,0,0,0,0,0,0,0,0,0,2,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,3,2,0,0,0,0,1,0,0,0,5,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,10,7,0,0,0,0,0,0,0,0,17,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,3,4,1,0,0,0,1,0,0,0,7,1
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,3,2,1,1,0,0,0,0,0,0,5,1
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,6,4,0,0,0,0,0,0,0,0,10,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,10,6,0,0,0,0,1,0,0,0,16,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,6,5,0,0,0,0,0,0,0,0,11,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,3,4,0,0,0,0,1,0,0,0,7,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,5,10,0,0,0,0,0,0,0,0,15,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,8,11,3,2,0,0,0,0,0,0,19,3
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,2,4,0,0,0,0,0,0,0,0,6,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,2,0,0,0,0,0,0,0,0,0,2,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,4,7,0,0,0,0,0,0,0,0,11,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,7,7,0,0,0,0,1,0,0,0,14,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,5,2,0,0,0,0,0,0,0,0,7,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,3,2,0,0,0,0,0,0,0,0,5,0
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,3,5,1,0,0,0,0,0,0,0,8,1
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,4,2,7,7,0,0,0,0,1,0,6,7
06/04/2008,Mugumu,Mugumu,Mugumu,Sedeco,2,2,0,0,1,0,0,0,0,0,4,1
