"District","Ward","Village","Village.2002","UTM.Easting","UTM.Northing","Biter.ID","ID","Species","Other.species","Owner","Suspect","Rabid","Vaccination","Date.bitten.known","Date.bitten","Date.bitten.uncertainty","Symptoms.started.known","Symptoms.started","Symptoms.started.accuracy","Incubation.period","Incubation.period.units","Infectious.period","Infectious.period.units","Outcome","Action","Lateral.flow.test","Lateral.flow.test.date","Carnivore","Duplicated","month","day"
"Serengeti","Nyambureti","Gusuhi","Gusuhi",647370.208258433,9798394.83291512,0,3185,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","false",NA,"","true",2005-10-19,"0",NA,"",NA,"","Killed","Not applicable","","",TRUE,FALSE,46,1388
"Serengeti","Nyansurura","Kitarungu","Kitarungu",681666.361612208,9816159.61724415,3187,3186,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","true",2004-07-20,"0","true",2004-07-25,"+/- 7 days",1,"Week",NA,"","Killed","Not applicable","","",TRUE,FALSE,31,937
"Serengeti","Nyansurura","Kitarungu","Kitarungu",682316.93448703,9817910.80112524,0,3187,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","false",NA,"","true",2004-07-20,"0",NA,"",NA,"","Killed","Not applicable","","",TRUE,FALSE,31,932
"Serengeti","Rung'abure","Gesarya","Gesarya",679351.924193828,9811812.7436656,0,3188,"Domestic dog","","Unknown","Yes",TRUE,"Unknown","false",NA,"","true",2007-07-13,"0",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,67,2020
"Serengeti","Kebanchebanche","Musati","Musati",669845.862690792,9812685.36223841,3190,3191,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","true",2007-06-25,"+/- 7 days","true",2007-07-25,"+/- 7 days",3,"Week",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,67,2032
"Serengeti","Kebanchebanche","Musati","Musati",668807.264771961,9813219.05092943,0,3192,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","false",NA,"","true",2005-12-15,"+/- 28 days",NA,"",NA,"","Killed","Thrown","","",TRUE,FALSE,48,1445
"Serengeti","Kebanchebanche","Musati","Musati",667852.904888405,9806676.8769765,0,3197,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","false",NA,"","true",2006-11-25,"+/- 7 days",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,59,1790
"Serengeti","Rung'abure","Rung'abure","Rung'abure",675392.297769957,9808158.84991477,0,3198,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","false",NA,"","true",2007-02-25,"+/- 7 days",NA,"",NA,"","Killed","Thrown","","",TRUE,FALSE,62,1882
"Serengeti","Nyansurura","Kitarungu","Kitarungu",679450.158528428,9816735.30527757,3210,3209,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","true",2007-07-25,"+/- 7 days","true",2007-07-28,"0",NA,"",NA,"","Killed","Thrown","","",TRUE,FALSE,67,2035
"Serengeti","Nyansurura","Kitarungu","Kitarungu",679063.562344204,9816005.96931431,0,3210,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","false",NA,"","true",2007-07-25,"+/- 7 days",NA,"",NA,"","Killed","Not applicable","","",TRUE,FALSE,67,2032
