"cases","vax","vax_campaign","vax_last_year","vax_last_year_campaign","vax_last_year_notNeighbours","vax_last_year_neighbours","vax_last_year_notNeighbours_campaign","vax_last_year_neighbours_campaign","vax_last2yearMean","vax_last2yearMean_notNeighbours","vax_last2yearMean_neighbours","vax_last3yearMean","vax_last3yearMean_notNeighbours","vax_last3yearMean_neighbours","vax_last2yearMean_campaign","vax_last2yearMean_notNeighbours_campaign","vax_last2yearMean_neighbours_campaign","vax_last3yearMean_campaign","vax_last3yearMean_notNeighbours_campaign","vax_last3yearMean_neighbours_campaign","village","year","dogs","dog_density","humans","human_density","incidence","incidence_last_year","incidence_last_year_neighbours","incidence_last_year_notNeighbours","log_incidence_last_year","log_incidence_last_year_neighbours","log_incidence_last_year_notNeighbours","log_human_density","log_dog_density","HDR"
0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nyamatare",2002,349.716900004997,31.7924454549997,1298.06684648914,118.006076953558,0,NA,NA,NA,NA,NA,NA,4.77073612274603,3.45922869725508,3.71176470588236
0,0.242110755924567,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nyamatoke",2002,757.014660814532,18.0241585908222,2187.93632363871,52.093721991398,0,NA,NA,NA,NA,NA,NA,3.9530444422933,2.89171300196064,2.89021657953697
0,0.24752001051263,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nyambureti",2002,482.674292625155,17.8768256527835,2271.96997072508,84.1470359527807,0,NA,NA,NA,NA,NA,NA,4.43256569663893,2.88350521778616,4.70704573547589
0,0.242702093280213,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nyamburi",2002,392.451068991282,17.8386849541492,1955.93475672961,88.9061253058913,0,NA,NA,NA,NA,NA,NA,4.48758104122493,2.88136941110246,4.98389458272328
0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nyamehuru",2002,310.049761523054,28.1863419566413,1325.03106316753,120.457369378866,0,NA,NA,NA,NA,NA,NA,4.79129590924717,3.33883753284081,4.27360774818402
1,0.252649727454907,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nyamerama",2002,263.427406301756,20.2636466385966,1394.25438102198,107.250337001691,0.00379611223463402,NA,NA,NA,NA,NA,NA,4.6751657000101,3.00882847465731,5.29274611398963
0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nyamitita",2002,863.685810479208,18.3762938399832,2386.12909792335,50.768704211135,0,NA,NA,NA,NA,NA,NA,3.92728010590629,2.91106145568033,2.76272814601345
0,0.247784090411594,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nyamoko",2002,368.775322822538,20.4875179345854,1873.75761853112,104.097645473951,0,NA,NA,NA,NA,NA,NA,4.64532935743959,3.01981581946117,5.08102766798419
0,0.24084050943679,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nyankomogo",2002,307.920528030999,16.2063435805789,1480.51341302751,77.9217585803953,0,NA,NA,NA,NA,NA,NA,4.35570522812985,2.78540274463935,4.80810234541578
0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nyansurumunti",2002,444.729966825132,49.414440758348,1374.98168714168,152.775743015743,0,NA,NA,NA,NA,NA,NA,5.02897111423335,3.9002427045193,3.0917225950783
