"cellID","Region","District","Ward","WardID","Village","VillageID"
1,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
2,"Mara","Serengeti","Majimoto",12,"Majimoto",37
3,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
4,"Mara","Serengeti","Majimoto",12,"Majimoto",37
5,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
6,"Mara","Serengeti","Majimoto",12,"Majimoto",37
7,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
8,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
9,"Mara","Serengeti","Majimoto",12,"Majimoto",37
10,"Mara","Serengeti","Majimoto",12,"Majimoto",37
11,"Mara","Serengeti","Kisaka",7,"Nyansurumunti",70
12,"Mara","Serengeti","Kisaka",7,"Nyansurumunti",70
13,"Mara","Serengeti","Kisaka",7,"Nyansurumunti",70
14,"Mara","Serengeti","Kisaka",7,"Nyansurumunti",70
15,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
16,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
17,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
18,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
19,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
20,"Mara","Serengeti","Kisaka",7,"Borenga",4
21,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
22,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
23,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
24,"Mara","Serengeti","Majimoto",12,"Majimoto",37
25,"Mara","Serengeti","Majimoto",12,"Iseresere",14
26,"Mara","Serengeti","Majimoto",12,"Iseresere",14
27,"Mara","Serengeti","Majimoto",12,"Iseresere",14
28,"Mara","Serengeti","Busawe",1,"Gantamome",9
29,"Mara","Serengeti","Busawe",1,"Gantamome",9
30,"Mara","Serengeti","Kisaka",7,"Nyansurumunti",70
31,"Mara","Serengeti","Kisaka",7,"Nyansurumunti",70
32,"Mara","Serengeti","Kisaka",7,"Nyansurumunti",70
33,"Mara","Serengeti","Kisaka",7,"Nyansurumunti",70
34,"Mara","Serengeti","Kisaka",7,"Nyansurumunti",70
35,"Mara","Serengeti","Kisaka",7,"Nyansurumunti",70
36,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
37,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
38,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
39,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
40,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
41,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
42,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
43,"Mara","Serengeti","Kisaka",7,"Borenga",4
44,"Mara","Serengeti","Kisaka",7,"Borenga",4
45,"Mara","Serengeti","Kisaka",7,"Borenga",4
46,"Mara","Serengeti","Kisaka",7,"Borenga",4
47,"Mara","Serengeti","Kisaka",7,"Borenga",4
48,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
49,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
50,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
51,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
52,"Mara","Serengeti","Majimoto",12,"Majimoto",37
53,"Mara","Serengeti","Majimoto",12,"Iseresere",14
54,"Mara","Serengeti","Majimoto",12,"Iseresere",14
55,"Mara","Serengeti","Majimoto",12,"Iseresere",14
56,"Mara","Serengeti","Majimoto",12,"Iseresere",14
57,"Mara","Serengeti","Majimoto",12,"Iseresere",14
58,"Mara","Serengeti","Busawe",1,"Gantamome",9
59,"Mara","Serengeti","Busawe",1,"Gantamome",9
60,"Mara","Serengeti","Busawe",1,"Gantamome",9
61,"Mara","Serengeti","Kisaka",7,"Nyansurumunti",70
62,"Mara","Serengeti","Kisaka",7,"Nyansurumunti",70
63,"Mara","Serengeti","Kisaka",7,"Nyansurumunti",70
64,"Mara","Serengeti","Kisaka",7,"Nyansurumunti",70
65,"Mara","Serengeti","Kisaka",7,"Nyansurumunti",70
66,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
67,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
68,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
69,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
70,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
71,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
72,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
73,"Mara","Serengeti","Kisaka",7,"Borenga",4
74,"Mara","Serengeti","Kisaka",7,"Borenga",4
75,"Mara","Serengeti","Kisaka",7,"Borenga",4
76,"Mara","Serengeti","Kisaka",7,"Borenga",4
77,"Mara","Serengeti","Kisaka",7,"Borenga",4
78,"Mara","Serengeti","Kisaka",7,"Borenga",4
79,"Mara","Serengeti","Kisaka",7,"Borenga",4
80,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
81,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
82,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
83,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
84,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
85,"Mara","Serengeti","Majimoto",12,"Majimoto",37
86,"Mara","Serengeti","Majimoto",12,"Iseresere",14
87,"Mara","Serengeti","Majimoto",12,"Iseresere",14
88,"Mara","Serengeti","Majimoto",12,"Iseresere",14
89,"Mara","Serengeti","Majimoto",12,"Iseresere",14
90,"Mara","Serengeti","Majimoto",12,"Iseresere",14
91,"Mara","Serengeti","Busawe",1,"Gantamome",9
92,"Mara","Serengeti","Busawe",1,"Gantamome",9
93,"Mara","Serengeti","Busawe",1,"Gantamome",9
94,"Mara","Serengeti","Busawe",1,"Gantamome",9
95,"Mara","Serengeti","Kisaka",7,"Nyansurumunti",70
96,"Mara","Serengeti","Kisaka",7,"Nyansurumunti",70
97,"Mara","Serengeti","Kisaka",7,"Nyansurumunti",70
98,"Mara","Serengeti","Kisaka",7,"Nyansurumunti",70
99,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
100,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
101,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
102,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
103,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
104,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
105,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
106,"Mara","Serengeti","Kisaka",7,"Borenga",4
107,"Mara","Serengeti","Kisaka",7,"Borenga",4
108,"Mara","Serengeti","Kisaka",7,"Borenga",4
109,"Mara","Serengeti","Kisaka",7,"Borenga",4
110,"Mara","Serengeti","Kisaka",7,"Borenga",4
111,"Mara","Serengeti","Kisaka",7,"Borenga",4
112,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
113,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
114,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
115,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
116,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
117,"Mara","Serengeti","Majimoto",12,"Majimoto",37
118,"Mara","Serengeti","Majimoto",12,"Iseresere",14
119,"Mara","Serengeti","Majimoto",12,"Iseresere",14
120,"Mara","Serengeti","Majimoto",12,"Iseresere",14
121,"Mara","Serengeti","Majimoto",12,"Iseresere",14
122,"Mara","Serengeti","Majimoto",12,"Iseresere",14
123,"Mara","Serengeti","Busawe",1,"Gantamome",9
124,"Mara","Serengeti","Busawe",1,"Gantamome",9
125,"Mara","Serengeti","Busawe",1,"Gantamome",9
126,"Mara","Serengeti","Busawe",1,"Gantamome",9
127,"Mara","Serengeti","Busawe",1,"Gantamome",9
128,"Mara","Serengeti","Kisaka",7,"Nyansurumunti",70
129,"Mara","Serengeti","Kisaka",7,"Nyansurumunti",70
130,"Mara","Serengeti","Kisaka",7,"Nyansurumunti",70
131,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
132,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
133,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
134,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
135,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
136,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
137,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
138,"Mara","Serengeti","Kisaka",7,"Borenga",4
139,"Mara","Serengeti","Kisaka",7,"Borenga",4
140,"Mara","Serengeti","Kisaka",7,"Borenga",4
141,"Mara","Serengeti","Kisaka",7,"Borenga",4
142,"Mara","Serengeti","Kisaka",7,"Borenga",4
143,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
144,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
145,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
146,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
147,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
148,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
149,"Mara","Serengeti","Majimoto",12,"Majimoto",37
150,"Mara","Serengeti","Majimoto",12,"Iseresere",14
151,"Mara","Serengeti","Majimoto",12,"Iseresere",14
152,"Mara","Serengeti","Majimoto",12,"Iseresere",14
153,"Mara","Serengeti","Majimoto",12,"Iseresere",14
154,"Mara","Serengeti","Majimoto",12,"Iseresere",14
155,"Mara","Serengeti","Busawe",1,"Busawe",7
156,"Mara","Serengeti","Busawe",1,"Gantamome",9
157,"Mara","Serengeti","Busawe",1,"Gantamome",9
158,"Mara","Serengeti","Busawe",1,"Gantamome",9
159,"Mara","Serengeti","Busawe",1,"Gantamome",9
160,"Mara","Serengeti","Kisaka",7,"Nyansurumunti",70
161,"Mara","Serengeti","Kisaka",7,"Nyansurumunti",70
162,"Mara","Serengeti","Kisaka",7,"Nyansurumunti",70
163,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
164,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
165,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
166,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
167,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
168,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
169,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
170,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
171,"Mara","Serengeti","Kisaka",7,"Borenga",4
172,"Mara","Serengeti","Kisaka",7,"Borenga",4
173,"Mara","Serengeti","Kisaka",7,"Borenga",4
174,"Mara","Serengeti","Kisaka",7,"Borenga",4
175,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
176,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
177,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
178,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
179,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
180,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
181,"Mara","Serengeti","Majimoto",12,"Majimoto",37
182,"Mara","Serengeti","Majimoto",12,"Iseresere",14
183,"Mara","Serengeti","Majimoto",12,"Iseresere",14
184,"Mara","Serengeti","Majimoto",12,"Iseresere",14
185,"Mara","Serengeti","Majimoto",12,"Iseresere",14
186,"Mara","Serengeti","Majimoto",12,"Iseresere",14
187,"Mara","Serengeti","Busawe",1,"Busawe",7
188,"Mara","Serengeti","Busawe",1,"Busawe",7
189,"Mara","Serengeti","Busawe",1,"Gantamome",9
190,"Mara","Serengeti","Busawe",1,"Gantamome",9
191,"Mara","Serengeti","Busawe",1,"Gantamome",9
192,"Mara","Serengeti","Busawe",1,"Gantamome",9
193,"Mara","Serengeti","Kisaka",7,"Nyansurumunti",70
194,"Mara","Serengeti","Kisaka",7,"Nyansurumunti",70
195,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
196,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
197,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
198,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
199,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
200,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
201,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
202,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
203,"Mara","Serengeti","Kisaka",7,"Borenga",4
204,"Mara","Serengeti","Kisaka",7,"Borenga",4
205,"Mara","Serengeti","Kisaka",7,"Borenga",4
206,"Mara","Serengeti","Kisaka",7,"Borenga",4
207,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
208,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
209,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
210,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
211,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
212,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
213,"Mara","Serengeti","Majimoto",12,"Majimoto",37
214,"Mara","Serengeti","Majimoto",12,"Iseresere",14
215,"Mara","Serengeti","Majimoto",12,"Iseresere",14
216,"Mara","Serengeti","Majimoto",12,"Iseresere",14
217,"Mara","Serengeti","Majimoto",12,"Iseresere",14
218,"Mara","Serengeti","Majimoto",12,"Iseresere",14
219,"Mara","Serengeti","Busawe",1,"Busawe",7
220,"Mara","Serengeti","Busawe",1,"Busawe",7
221,"Mara","Serengeti","Busawe",1,"Busawe",7
222,"Mara","Serengeti","Busawe",1,"Busawe",7
223,"Mara","Serengeti","Busawe",1,"Gantamome",9
224,"Mara","Serengeti","Busawe",1,"Gantamome",9
225,"Mara","Serengeti","Busawe",1,"Gantamome",9
226,"Mara","Serengeti","Busawe",1,"Nyamehuru",65
227,"Mara","Serengeti","Kisaka",7,"Nyansurumunti",70
228,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
229,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
230,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
231,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
232,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
233,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
234,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
235,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
236,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
237,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
238,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
239,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
240,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
241,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
242,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
243,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
244,"Mara","Serengeti","Majimoto",12,"Majimoto",37
245,"Mara","Serengeti","Majimoto",12,"Majimoto",37
246,"Mara","Serengeti","Majimoto",12,"Iseresere",14
247,"Mara","Serengeti","Majimoto",12,"Iseresere",14
248,"Mara","Serengeti","Majimoto",12,"Iseresere",14
249,"Mara","Serengeti","Majimoto",12,"Iseresere",14
250,"Mara","Serengeti","Majimoto",12,"Iseresere",14
251,"Mara","Serengeti","Majimoto",12,"Iseresere",14
252,"Mara","Serengeti","Busawe",1,"Busawe",7
253,"Mara","Serengeti","Busawe",1,"Busawe",7
254,"Mara","Serengeti","Busawe",1,"Busawe",7
255,"Mara","Serengeti","Busawe",1,"Gantamome",9
256,"Mara","Serengeti","Busawe",1,"Gantamome",9
257,"Mara","Serengeti","Busawe",1,"Gantamome",9
258,"Mara","Serengeti","Busawe",1,"Nyamehuru",65
259,"Mara","Serengeti","Busawe",1,"Nyamehuru",65
260,"Mara","Serengeti","Kisaka",7,"Nyansurumunti",70
261,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
262,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
263,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
264,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
265,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
266,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
267,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
268,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
269,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
270,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
271,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
272,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
273,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
274,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
275,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
276,"Mara","Serengeti","Majimoto",12,"Majimoto",37
277,"Mara","Serengeti","Majimoto",12,"Majimoto",37
278,"Mara","Serengeti","Majimoto",12,"Iseresere",14
279,"Mara","Serengeti","Majimoto",12,"Iseresere",14
280,"Mara","Serengeti","Majimoto",12,"Iseresere",14
281,"Mara","Serengeti","Majimoto",12,"Iseresere",14
282,"Mara","Serengeti","Majimoto",12,"Iseresere",14
283,"Mara","Serengeti","Majimoto",12,"Iseresere",14
284,"Mara","Serengeti","Busawe",1,"Busawe",7
285,"Mara","Serengeti","Busawe",1,"Busawe",7
286,"Mara","Serengeti","Busawe",1,"Busawe",7
287,"Mara","Serengeti","Busawe",1,"Busawe",7
288,"Mara","Serengeti","Busawe",1,"Gantamome",9
289,"Mara","Serengeti","Busawe",1,"Gantamome",9
290,"Mara","Serengeti","Busawe",1,"Nyamehuru",65
291,"Mara","Serengeti","Busawe",1,"Nyamehuru",65
292,"Mara","Serengeti","Busawe",1,"Nyamehuru",65
293,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
294,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
295,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
296,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
297,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
298,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
299,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
300,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
301,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
302,"Mara","Serengeti","Nyansurura",22,"Marasomoche",40
303,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
304,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
305,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
306,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
307,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
308,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
309,"Mara","Serengeti","Majimoto",12,"Majimoto",37
310,"Mara","Serengeti","Majimoto",12,"Majimoto",37
311,"Mara","Serengeti","Majimoto",12,"Iseresere",14
312,"Mara","Serengeti","Majimoto",12,"Nyamakobiti",59
313,"Mara","Serengeti","Majimoto",12,"Iseresere",14
314,"Mara","Serengeti","Majimoto",12,"Iseresere",14
315,"Mara","Serengeti","Majimoto",12,"Iseresere",14
316,"Mara","Serengeti","Majimoto",12,"Iseresere",14
317,"Mara","Serengeti","Busawe",1,"Busawe",7
318,"Mara","Serengeti","Busawe",1,"Busawe",7
319,"Mara","Serengeti","Busawe",1,"Busawe",7
320,"Mara","Serengeti","Busawe",1,"Busawe",7
321,"Mara","Serengeti","Busawe",1,"Gantamome",9
322,"Mara","Serengeti","Busawe",1,"Gantamome",9
323,"Mara","Serengeti","Busawe",1,"Nyamehuru",65
324,"Mara","Serengeti","Busawe",1,"Nyamehuru",65
325,"Mara","Serengeti","Busawe",1,"Nyamehuru",65
326,"Mara","Serengeti","Busawe",1,"Nyamehuru",65
327,"Mara","Serengeti","Kisaka",7,"Buchanchari",5
328,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
329,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
330,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
331,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
332,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
333,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
334,"Mara","Serengeti","Nyansurura",22,"Marasomoche",40
335,"Mara","Serengeti","Nyansurura",22,"Marasomoche",40
336,"Mara","Serengeti","Nyansurura",22,"Marasomoche",40
337,"Mara","Serengeti","Nyansurura",22,"Marasomoche",40
338,"Mara","Serengeti","Nyansurura",22,"Marasomoche",40
339,"Mara","Serengeti","Nyansurura",22,"Merenga",47
340,"Mara","Serengeti","Nyansurura",22,"Merenga",47
341,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
342,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
343,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
344,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
345,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
346,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
347,"Mara","Serengeti","Majimoto",12,"Majimoto",37
348,"Mara","Serengeti","Majimoto",12,"Majimoto",37
349,"Mara","Serengeti","Majimoto",12,"Majimoto",37
350,"Mara","Serengeti","Majimoto",12,"Nyamakobiti",59
351,"Mara","Serengeti","Majimoto",12,"Nyamakobiti",59
352,"Mara","Serengeti","Majimoto",12,"Iseresere",14
353,"Mara","Serengeti","Majimoto",12,"Iseresere",14
354,"Mara","Serengeti","Majimoto",12,"Iseresere",14
355,"Mara","Serengeti","Busawe",1,"Busawe",7
356,"Mara","Serengeti","Busawe",1,"Busawe",7
357,"Mara","Serengeti","Busawe",1,"Busawe",7
358,"Mara","Serengeti","Busawe",1,"Busawe",7
359,"Mara","Serengeti","Busawe",1,"Gantamome",9
360,"Mara","Serengeti","Busawe",1,"Gantamome",9
361,"Mara","Serengeti","Busawe",1,"Gantamome",9
362,"Mara","Serengeti","Busawe",1,"Nyamehuru",65
363,"Mara","Serengeti","Busawe",1,"Nyamehuru",65
364,"Mara","Serengeti","Busawe",1,"Nyamehuru",65
365,"Mara","Serengeti","Busawe",1,"Nyamehuru",65
366,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
367,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
368,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
369,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
370,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
371,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
372,"Mara","Serengeti","Nyansurura",22,"Marasomoche",40
373,"Mara","Serengeti","Nyansurura",22,"Marasomoche",40
374,"Mara","Serengeti","Nyansurura",22,"Marasomoche",40
375,"Mara","Serengeti","Nyansurura",22,"Marasomoche",40
376,"Mara","Serengeti","Nyansurura",22,"Marasomoche",40
377,"Mara","Serengeti","Nyansurura",22,"Merenga",47
378,"Mara","Serengeti","Nyansurura",22,"Merenga",47
379,"Mara","Serengeti","Nyansurura",22,"Merenga",47
380,"Mara","Serengeti","Nyansurura",22,"Merenga",47
381,"Mara","Serengeti","Nyansurura",22,"Merenga",47
382,"Mara","Serengeti","Nyansurura",22,"Merenga",47
383,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
384,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
385,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
386,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
387,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
388,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
389,"Mara","Serengeti","Majimoto",12,"Majimoto",37
390,"Mara","Serengeti","Majimoto",12,"Majimoto",37
391,"Mara","Serengeti","Majimoto",12,"Majimoto",37
392,"Mara","Serengeti","Majimoto",12,"Nyamakobiti",59
393,"Mara","Serengeti","Majimoto",12,"Nyamakobiti",59
394,"Mara","Serengeti","Majimoto",12,"Nyamakobiti",59
395,"Mara","Serengeti","Majimoto",12,"Nyamakobiti",59
396,"Mara","Serengeti","Majimoto",12,"Nyamakobiti",59
397,"Mara","Serengeti","Majimoto",12,"Nyamakobiti",59
398,"Mara","Serengeti","Busawe",1,"Busawe",7
399,"Mara","Serengeti","Busawe",1,"Busawe",7
400,"Mara","Serengeti","Busawe",1,"Busawe",7
401,"Mara","Serengeti","Busawe",1,"Busawe",7
402,"Mara","Serengeti","Busawe",1,"Gantamome",9
403,"Mara","Serengeti","Busawe",1,"Gantamome",9
404,"Mara","Serengeti","Busawe",1,"Gantamome",9
405,"Mara","Serengeti","Busawe",1,"Nyamehuru",65
406,"Mara","Serengeti","Busawe",1,"Nyamehuru",65
407,"Mara","Serengeti","Busawe",1,"Nyamehuru",65
408,"Mara","Serengeti","Busawe",1,"Nyamehuru",65
409,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
410,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
411,"Mara","Serengeti","Ring'wani",24,"Nyamitita",67
412,"Mara","Serengeti","Ring'wani",24,"Nyamitita",67
413,"Mara","Serengeti","Kisaka",7,"Nyiboko",74
414,"Mara","Serengeti","Nyansurura",22,"Marasomoche",40
415,"Mara","Serengeti","Nyansurura",22,"Marasomoche",40
416,"Mara","Serengeti","Nyansurura",22,"Marasomoche",40
417,"Mara","Serengeti","Nyansurura",22,"Marasomoche",40
418,"Mara","Serengeti","Nyansurura",22,"Marasomoche",40
419,"Mara","Serengeti","Nyansurura",22,"Marasomoche",40
420,"Mara","Serengeti","Nyansurura",22,"Nyansurura",71
421,"Mara","Serengeti","Nyansurura",22,"Nyansurura",71
422,"Mara","Serengeti","Nyansurura",22,"Merenga",47
423,"Mara","Serengeti","Nyansurura",22,"Merenga",47
424,"Mara","Serengeti","Nyansurura",22,"Merenga",47
425,"Mara","Serengeti","Nyansurura",22,"Merenga",47
426,"Mara","Serengeti","Nyansurura",22,"Merenga",47
427,"Mara","Serengeti","Nyansurura",22,"Merenga",47
428,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
429,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
430,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
431,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
432,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
433,"Mara","Serengeti","Kenyamonta",6,"Hekwe",12
434,"Mara","Serengeti","Majimoto",12,"Majimoto",37
435,"Mara","Serengeti","Majimoto",12,"Majimoto",37
436,"Mara","Serengeti","Majimoto",12,"Majimoto",37
437,"Mara","Serengeti","Majimoto",12,"Nyamakobiti",59
438,"Mara","Serengeti","Majimoto",12,"Nyamakobiti",59
439,"Mara","Serengeti","Majimoto",12,"Nyamakobiti",59
440,"Mara","Serengeti","Majimoto",12,"Nyamakobiti",59
441,"Mara","Serengeti","Majimoto",12,"Nyamakobiti",59
442,"Mara","Serengeti","Majimoto",12,"Nyamakobiti",59
443,"Mara","Serengeti","Busawe",1,"Busawe",7
444,"Mara","Serengeti","Busawe",1,"Busawe",7
445,"Mara","Serengeti","Busawe",1,"Busawe",7
446,"Mara","Serengeti","Busawe",1,"Busawe",7
447,"Mara","Serengeti","Busawe",1,"Gantamome",9
448,"Mara","Serengeti","Busawe",1,"Gantamome",9
449,"Mara","Serengeti","Busawe",1,"Gantamome",9
450,"Mara","Serengeti","Busawe",1,"Gantamome",9
451,"Mara","Serengeti","Busawe",1,"Gantamome",9
452,"Mara","Serengeti","Busawe",1,"Nyamehuru",65
453,"Mara","Serengeti","Busawe",1,"Nyamehuru",65
454,"Mara","Serengeti","Ring'wani",24,"Nyamitita",67
455,"Mara","Serengeti","Ring'wani",24,"Nyamitita",67
